Id;Typ;Namn;Undertyp;Nivå;Säljvärde;Stats;Krav;Effekter;Yrke;Material;Föremål;Mynt;Tid;Handlare;Loot;Kategorier;Beskrivning
1173;armor;Obsidianhärdat harnesk;Chest;35+;;Block 3 · Vikt 2;375 Bashälsa, 260 Styrka;+3% Bashälsa, +2% Styrka;Rustningssmide 7;2 x Eldessens;1 x Jordhärdad harnesk;0;800;;;;Obsidianhärdat harnesk, smitt i svart sten och glödande hetta, omsluter bäraren i vulkanisk styrka och orubbligt skydd.
1174;armor;Dimbundna stövlar;Feet;35+;;Block 1;75 Undvika anfall, 200 Styrka;+4% Initiativstyrka, +7% Undvika anfall;Rustningssmide 7;2 x Luftessens;1 x Havsbundna stövlar;0;500;;;;Dimbundna stövlar sveper bärarens steg i kall dimma och låter dem röra sig ljudlöst som vinden.
1175;armor;Snösmidda skor;Feet;35+;;Block 1;160 Styrka, 250 Undvika anfall, 100 Initiativstyrka;+7% Initiativstyrka, +4% Undvika anfall;Rustningssmide 7;2 x Vattenessens;1 x Vindsvepta skor;0;500;;;;Smidda med kraften från evig vinter och packad snö. Skorna håller fötterna kalla och lätta, medan deras frostiga yta ger ett säkert grepp även på de halaste underlagen.
239;consumable;Ungdomens Flamma;;35+;;Cooldown 0 sekunder;Kräver att du är gammal;-;;;;;;;;;En ålderdomlig mixtur, vars eldiga essens sägs brinna bort tidens börda. Den som dricker den känner sin kropp återfå sin forna styrka, smidighet och kraft – en sista chans att återvända till ungdomens dagar och slåss som i sina glansår.
154;consumable;Isdrakens essens;;35+;2000;Varaktighet 90 · Cooldown 0 sekunder;-;+8% Perfekt träff, +6% Styrka, +6% Uthållighet, +6% Initiativstyrka, +6% Undvika anfall;;;;;;;;;
31;consumable;Svart drakessens;;35+;1000;Varaktighet 90 · Cooldown 0 sekunder;-;+1% Perfekt träff, +5% Bashälsa, +5% Styrka, +5% Uthållighet, +5% Initiativstyrka, +5% Undvika anfall;Alkemi 8;1 x Draktand, 1 x Draköga;;0;1300;;;;Essensen av en svart drake utvunnen av en mycket extraordinär alkemist.
12;enchant;Elegant Excellent Rubin;;35+;1;-;-;+3% Perfekt träff;Vapensmide 8;2 x Excellent Rubin;;0;1250;;;;
13;enchant;Kraftfull Excellent Rubin;;35+;1;-;-;+1% Perfekt träff;Vapensmide 8;2 x Excellent Rubin;;0;1250;;;;
24;enchant;Kraftfull Excellent Safir;;35+;1;-;-;-;Vapensmide 8;2 x Excellent Safir;;0;1250;;;;
25;enchant;Balanserad Excellent Safir;;35+;1;-;-;+7 Bashälsa;Vapensmide 8;2 x Excellent Safir;;0;1250;;;;
34;enchant;Elegant Excellent Topas;;35+;1;-;-;+9 Undvika anfall;Vapensmide 8;2 x Excellent Topas;;0;1250;;;;
35;enchant;Kraftfull Excellent Topas;;35+;1;-;-;-;Vapensmide 8;2 x Excellent Topas;;0;1250;;;;
36;enchant;Balanserad Excellent Topas;;35+;1;-;-;+5 Undvika anfall;Vapensmide 8;2 x Excellent Topas;;0;1250;;;;
45;enchant;Elegant Excellent Smaragd;;35+;1;-;-;-;Vapensmide 8;2 x Excellent Smaragd;;0;1250;;;;
46;enchant;Kraftfull Excellent Smaragd;;35+;1;-;-;+9 Initiativstyrka;Vapensmide 8;2 x Excellent Smaragd;;0;1250;;;;
47;enchant;Balanserad Excellent Smaragd;;35+;1;-;-;-;Vapensmide 8;2 x Excellent Smaragd;;0;1250;;;;
56;enchant;Elegant Excellent Opal;;35+;1;-;-;+10 Styrka;Vapensmide 8;2 x Excellent Opal;;0;1250;;;;
57;enchant;Kraftfull Excellent Opal;;35+;1;-;-;-;Vapensmide 8;2 x Excellent Opal;;0;1250;;;;
58;enchant;Balanserad Excellent Opal;;35+;1;-;-;+7 Styrka;Vapensmide 8;2 x Excellent Opal;;0;1250;;;;
67;enchant;Elegant Excellent Onyx;;35+;1;-;-;+10 Uthållighet;Vapensmide 8;2 x Excellent Onyx;;0;1250;;;;
68;enchant;Kraftfull Excellent Onyx;;35+;1;-;-;-;Vapensmide 8;2 x Excellent Onyx;;0;1250;;;;
69;enchant;Balanserad Excellent Onyx;;35+;1;-;-;-;Vapensmide 8;2 x Excellent Onyx;;0;1250;;;;
94;enchant;Francisca;;35+;1;-;-;-;;;;;;;;;
95;enchant;Bellus Arcus;;35+;1;-;-;+3% Bashälsa, +6% Undvika anfall;;;;;;;;;
96;enchant;Plumbata;;35+;1;-;-;-6% Styrka, -9 Initiativstyrka;;;;;;;;;
100;enchant;Vulkanbesvärjelse;;35+;1;-;-;+3 Styrka;Vapensmide 8;1 x Excellent vulkansten;;0;1500;;;;
109;enchant;Kajsas välsignelse;;35+;500;-;-;-;;;;;;;;;
14;enchant;Balanserad Excellent Rubin;;35+;1;-;-;+2% Perfekt träff;Vapensmide 8;2 x Excellent Rubin;;0;1250;;;;
23;enchant;Elegant Excellent Safir;;35+;1;-;-;+10 Bashälsa;Vapensmide 8;2 x Excellent Safir;;0;1250;;;;
139;enchant;Vitskimrande ädelsten;;35+;500;-;-;+12 Undvika anfall;;;;;;;;;En ädelsten från Nedlims kista.
140;enchant;Blåskimrande ädelsten;;35+;1;-;-;+15 Bashälsa;;;;;;;;;
108;enchant;Gudalöst armborst;;35+;1;-;-;+25 Styrka;;;;;;;;;Detta armborst bär en förbannelse som gör den till anatema för all form av religiositet. Det är tillverkat av svart trä och osedvanligt tungt för sin ringa storlek. Håller man det i sina händer och lyssnar riktigt noga kan man ibland tycka sig höra en låg viskning…men vad den säger är svårt att avgöra. Om armborstets bärare tillhör ett religiöst sällskap går det inte att använda. Pilarna slinter, avfyrningsmekanismen går i baklås eller så går strängen helt enkelt av. Bär detta vapen med försiktighet, för att använda det i strid kan signalera saker du inte avser att signalera.
125;enchant;Ödmjukhetens kastspjut;;35+;500;-;-;+10 Initiativstyrka, +15 Ledarskap;;;;;;;;;Kastspjut är symbolen för ödmukhetens dygd, ett tecken på försoning.
142;enchant;Fjärran fornstyrka;;35+;700;-;-;+8% Styrka, -3% Bashälsa;;;;;;;;;Dessa besvärjelser bär på kraft från platser långt bortom Stenhems murar. De är sällsynta, dyrbara och kan endast fästas vid tvåhandsvapen. Ursprung, innebörd och effekt varierar – men alla bär spår av fjärran världar och uråldrig kamp.
143;enchant;Främmande ursnabbhet;;35+;700;-;-;+30% Initiativstyrka, -15 Undvika anfall;;;;;;;;;Dessa besvärjelser bär på kraft från platser långt bortom Stenhems murar. De är sällsynta, dyrbara och kan endast fästas vid tvåhandsvapen. Ursprung, innebörd och effekt varierar – men alla bär spår av fjärran världar och uråldrig kamp.
149;enchant;Vandrad mästarskärpa;;35+;700;-;-;+3% Perfekt träff;;;;;;;;;Dessa besvärjelser bär på kraft från platser långt bortom Stenhems murar. De är sällsynta, dyrbara och kan endast fästas vid tvåhandsvapen. Ursprung, innebörd och effekt varierar – men alla bär spår av fjärran världar och uråldrig kamp.
129;enchant;Svart runsten;;35+;1;-;-;+7 Uthållighet;Vapensmide 8;10 x Försvagat runfragment;;0;500;;;;Den svarta runstenen, som kanaliserar väktarnas urkraft, kan endast tillverkas av runor från Vulkanön.
146;enchant;Främmande rytm;;35+;700;-;-;+11% Undvika anfall, -10 Styrka;;;;;;;;;Dessa besvärjelser bär på kraft från platser långt bortom Stenhems murar. De är sällsynta, dyrbara och kan endast fästas vid tvåhandsvapen. Ursprung, innebörd och effekt varierar – men alla bär spår av fjärran världar och uråldrig kamp.
147;enchant;Fjärran tyngdlöshet;;35+;700;-;-;-10 Initiativstyrka;;;;;;;;;Dessa besvärjelser bär på kraft från platser långt bortom Stenhems murar. De är sällsynta, dyrbara och kan endast fästas vid tvåhandsvapen. Ursprung, innebörd och effekt varierar – men alla bär spår av fjärran världar och uråldrig kamp.
155;enchant;Vandrad slutdom;;35+;700;-;-;-;;;;;;;;;Dessa besvärjelser bär på kraft från platser långt bortom Stenhems murar. De är sällsynta, dyrbara och kan endast fästas vid tvåhandsvapen. Ursprung, innebörd och effekt varierar – men alla bär spår av fjärran världar och uråldrig kamp.
154;enchant;Vandrad livskraft;;35+;700;-;-;+11 Uthållighet, +11 Bashälsa, +11 Styrka;;;;;;;;;Dessa besvärjelser bär på kraft från platser långt bortom Stenhems murar. De är sällsynta, dyrbara och kan endast fästas vid tvåhandsvapen. Ursprung, innebörd och effekt varierar – men alla bär spår av fjärran världar och uråldrig kamp.
136;enchant;Föraktets Spegel;;35+;1;-;-;-10 Provokation, +10 Provokation;;;;;;;;;
128;enchant;Nyanserad runsten;;35+;1;-;-;+10 Styrka;Vapensmide 8;10 x Försvagat runfragment;;0;500;;;;Den nyanserade runstenen, som kanaliserar väktarnas urkraft, kan endast tillverkas av runor från Vulkanön.
152;enchant;Fjärran urkraft;;35+;700;-;-;-;;;;;;;;;Dessa besvärjelser bär på kraft från platser långt bortom Stenhems murar. De är sällsynta, dyrbara och kan endast fästas vid tvåhandsvapen. Ursprung, innebörd och effekt varierar – men alla bär spår av fjärran världar och uråldrig kamp.
802;armor;Isförstärkt stålharnesk;Chest;40+;;Block 35 (35%) · Vikt 4;210 Styrka;-4% Bashälsa;Rustningssmide 9;1 x Dödens vingar, 1 x Nattskärva, 4 x Svarta tårar, 3 x Dödsstål, 2 x Svartstoft;;0;675;;;;
797;armor;Efterlivets brynjehuva;Head;40+;500;Block 25 (25%) · Vikt 2;160 Styrka;-1% Bashälsa, -2% Styrka, -2 Uthållighet, -2 Undvika anfall;Rustningssmide 9;4 x Dödens vingar, 3 x Nattskärva, 2 x Svarta tårar, 1 x Dödsstål, 1 x Svartstoft;;0;600;;;;
806;armor;Isförstärkta stålskor;Feet;40+;;Block 28 (30%) · Vikt 2;210 Styrka;-12 Undvika anfall;Rustningssmide 9;3 x Dödens vingar, 2 x Nattskärva, 1 x Svarta tårar, 1 x Dödsstål, 4 x Svartstoft;;0;500;;;;
783;jewelry;Tvingande fokus;Neck;40+;;Träffchans +5 · Vikt 1;-;-;;;;;;;;;Detta märkliga föremål används av vissa exotiska krigarstammar för att träna. Magin i det fokuserar bärarens sinne, precis på samma vis som en lins kan fokusera solens strålar till en singulär brännande punkt. Det är därför svårare att tappa uppmärksamheten i strid, något som är användbart för gladiatorer som drar mer åt det klumpiga och fumliga hållet.
808;armor;Narrens vantar;Hands;40+;;Block 25 · Träffchans +-5 · Vikt 3;-;+20 Provokation;;;;;;;;;Klädda med bjällror och mycket tjockare än man kan tro vid första anblick är dessa vantar som gjorda för den som vill distrahera och irritera sina fiender, och samtidigt motstå de slag man kan attrahera när man bär dem. Bjällrorna gör dock också att man telegraferar sina attacker mer, och därför kan det bli svårare att få in en träff på motståndaren.Färgerna i vantarna är bjärta och klara, och de är mycket vackert och omsorgsfullt dekorerade
791;jewelry;Blyförstärkt mantel;Back;40+;;Vikt 4;300 Styrka;+45 Bashälsa, -15 Initiativstyrka;;;;;;;;;Denna mörkgråa mantel är otroligt tung då den fodrats med bly på insidan. Det gör att bäraren kan tåla mycket mer stryk än tidigare, men det är också väldigt svårt att göra hastiga rörelser med den på sig.På grund av tyngden fladdrar manteln inte alls i vinden, vilket kan ge ett kusligt intryck.
784;jewelry;Maratonkedja;Neck;40+;;-;-;+12 Bashälsa, +12 Uthållighet;;;;;;;;;En berättelse man då och då kan höra på Blå Muren är den om alven Sedipi, som för mycket länge sedan sprang en makalöst lång sträcka för att varna sina fränder om en annalkande fiendestyrka. Denna kedja skapades för att hedra Sedipis atletiska storbragd, och anledningen till varför den heter som den gör är förlorad i tidens dimma. Oavsett gör den sin bärare mer uthållig och mer stryktålig, precis som Sedipi.
786;jewelry;Diamantamulett;Amulet;40+;;-;-;+6 Bashälsa, +6 Styrka, +11% Uthållighet, +11% Initiativstyrka, +5 Ledarskap;;;;;;;;;I en tunn silverkedja hänger en glänsande, cirkulär amulett. Den är gjord av diamant, en av de mest värdefulla ädelstenar man känner till. Denna amulett bär också på en kraftfull besvärjelse, men det är oklart om det är ett attribut som är inneboende i diamanten eller om det är en extern magi som lagts över den.Hur det än ligger till ökar den många av bärarens egenskaper.
790;jewelry;Den lättfotades mantel;Back;40+;;Vikt -1;-;+8 Undvika anfall, +8% Undvika anfall;;;;;;;;;Magin i denna mantel gör bärarens fötter lätta som luft. Stegen blir helt ljudlösa och mycket snabbare än tidigare, vilket gör det mycket svårt att träffa någon som bär detta mästerverk till klädesplagg.Den är också mycket vacker, med silvertrådar inbroderade i det ljusblåa tyget med en teknik som på något sätt påminner om en varm sommarbris.
809;armor;Salamanthskinnhandskar;Hands;40+;;Block 12 · Kritchans 0-2% · Träffchans +2 · Vikt -2;-;+2% Perfekt träff;;;;;;;;;Det kan tyckas groteskt att en salamanth säljer handskar tillverkade av sina artfränders hud, men det är inte alls så hemskt. Lirak förklarar att salamanther ömsar sitt skinn en gång om året, och eftersom deras hud är naturligt tålig och hård - samtidigt som den är mycket tunn och lätt - brukar de samla in det ömsade skinnet och tillverka saker av det. Något osmakligt kanske, men rustningen blir bra.Lirak förklarar också att ömsandet är en smärtsam och långdragen process på grund av skinnets seghet. Det brukar ta flera dagar för en salamanth att göra sig av med all hud och under den tiden är de mer eller mindre ur kommission, och kan inte göra mycket annat än att skava, klia sig och bäst de kan försöka flå sig själva.
792;jewelry;Den osynliges mantel;Back;40+;;-;-;+3% Perfekt träff, -15 Provokation;;;;;;;;;Trots att det inte är en sann osynlighetsmantel är det något med detta plagg som gör bäraren svår att lägga märke till. Den är mycket alldaglig till sitt utseende, på ett sätt som gör att man har svårt att beskriva den även medan man tittar på den. Bäraren blir därför, på sätt och vis, osynlig.Manteln är alldagligt gråbrun, eller möjligtvis blekt grön. Eller är den vit? För en stund sen var du säker på att den var grå men…nu vet du inte. Vilken mantel var det ens du tänkte på?
794;jewelry;Perfektionistens armband;Bracelet;40+;;Kritchans 0-6%;-;-5 Initiativstyrka;;;;;;;;;Namnet är förmodligen ironiskt, för det ser ut som att ett klumpigt trollbarn har tillverkat detta armband. Det sitter snett och obekvämt, fästet är nästan av och färgen har skavts av på flera ställen. Kanske är det alla dessa skavanker som gör att bäraren får en skarpt förhöjd förmåga att själv utföra sina utfall med outsäglig precision.
795;jewelry;Bärsärkens armband;Bracelet;40+;;Träffchans +-5;-;+10% Styrka, +10 Initiativstyrka, -8 Undvika anfall;;;;;;;;;Ett blodrött läderarmband prytt av grova, kantiga runor. En svag, näst intill osynlig, röd rök omger armbandet. Kanske är det inandningen av denna rök som ger bäraren förmågan att falla in i ett transliknande raseri. I detta tillstånd kastar bäraren all försiktighet åt vinden och uppbådar en skräckinjagande inre styrka. Att stå i vägen för en bärsärk är en dålig idé, men det är inte heller riskfritt att bära detta armband.
799;armor;Efterlivets axelskydd;Shoulders;40+;;Block 20 (20%);160 Styrka;-4% Styrka;Rustningssmide 9;1 x Dödens vingar, 4 x Nattskärva, 3 x Svarta tårar, 2 x Dödsstål, 1 x Svartstoft;;0;500;;;;
865;jewelry;Blått veteranband;Bracelet;40+;;-;Kräver att du har bedriften Rankingpoängsveteran;+2% Perfekt träff, +6 Initiativstyrka, +30 Ledarskap;;;;;;;;;
804;armor;Isförstärkta stålbenskydd;Legs;40+;;Block 35 (35%) · Vikt 4;210 Styrka;-12 Uthållighet;Rustningssmide 9;2 x Dödens vingar, 1 x Nattskärva, 1 x Svarta tårar, 4 x Dödsstål, 3 x Svartstoft;;0;550;;;;
862;jewelry;Förhäxad ögonbindel;Trinket;40+;;Kritchans 0--3%;75 Undvika anfall;+15% Styrka;;;;;;;;;
859;jewelry;Styrka från gamla minnen;Trinket;40+;;-;Kräver att du är gammal eller uråldrig, Kräver att du har bedriften Erfaren turneringsvinnare;+8% Bashälsa, +8% Styrka, +8% Uthållighet, +8% Initiativstyrka, +8% Undvika anfall;;;;;;;;;
866;jewelry;Rött veteranband;Bracelet;40+;;Träffchans +2;Kräver att du har bedriften Rankingpoängsveteran;+2% Perfekt träff, +25 Provokation;;;;;;;;;
861;jewelry;Skimrande runa;Trinket;40+;;-;-;+5% Bashälsa, +6 Styrka, +6 Initiativstyrka;;;;;;;;;
793;jewelry;Fjäderarmband;Bracelet;40+;;Vikt -2;-;+3% Initiativstyrka, +3 Initiativstyrka, +2% Undvika anfall, +2 Undvika anfall;;;;;;;;;Skinande fjädrar i regnbågens alla färger pryder detta storslagna armband. När solens strålar träffar fjädrarna i rätt vinkel ser det ut som att de börjar glöda. Vilka varelser dessa fjädrar kommer ifrån är osäkert, men Lirak mumlade något kryptiskt om att “det är inte bara fåglar som har fjädrar”.De gör bäraren snabb och mer lättrörlig, vilket underlättar både offensivt och defensivt.
800;armor;Isförstärkt axelskydd;Shoulders;40+;;Block 28 (30%) · Vikt 2;210 Styrka;-4% Styrka;Rustningssmide 9;1 x Dödens vingar, 4 x Nattskärva, 3 x Svarta tårar, 2 x Dödsstål, 1 x Svartstoft;;0;500;;;;
807;armor;Vulkanhandskar;Hands;40+;;Block 28 (30%) · Vikt 2;200 Styrka;-15 yxor, -15 svärd, -15 hammare, -15 stavar, -15 stickvapen, -15 kättingvapen, +4% Styrka;;;;;;;;;Dessa handskar är tillverkade av tjockt läder och förstärkta med en vulkanisk stenart som är otroligt hård men förvånansvärt lätt. De är kolsvarta med röda strimmor insprängda i stenen, kanske rester av vulkanen de kommer från.Eftersom handskarna är så hårda minskar de rörligheten i bärarens händer, men det utmärkta skyddet de bidrar med kompenserar för detta. Dessutom pratar Lirak om att det finns svaga spår av “vulkankraft” i handskarna, rester av en uråldrig magi som han inte vill berätta mer än så om.
801;armor;Efterlivets harnesk;Chest;40+;;Block 25 (25%) · Vikt 2;160 Styrka;-4% Bashälsa;Rustningssmide 9;1 x Dödens vingar, 1 x Nattskärva, 4 x Svarta tårar, 3 x Dödsstål, 2 x Svartstoft;;0;675;;;;
789;jewelry;Veteranamulett;Amulet;40+;;Kritchans 0-1% · Träffchans +1;-;+1% Perfekt träff, +2% Bashälsa, +3% Styrka, +3% Uthållighet, +3% Initiativstyrka, +3% Undvika anfall, +30 Ledarskap;;;;;;;;;Denna amulett bär på essensen från en krigare som vigt sitt liv åt striden. Den består av en mycket liten grön kristallflaska, i vilken en tjock rök evigt virvlar omkring, som hänger i ett enkelt lädersnöre, och den gör sin bärare lite bättre på nästan allting.Vilken krigares essens flaskan innehåller och hur den hamnat där? Det är bäst att inte tänka på det.
116;enchant;Stridens hetta: Smaragd;;40+;1;-;-;+3 Initiativstyrka, +1% Initiativstyrka;;;;;;;;;
118;enchant;Stridens hetta: Safir;;40+;1;-;-;+5 Styrka, +5 Styrka;;;;;;;;;
117;enchant;Stridens hetta: Rubin;;40+;1;-;-;+6 Initiativstyrka;;;;;;;;;
119;enchant;Stridens hetta: Onyx;;40+;1;-;-;+5 Uthållighet;;;;;;;;;
113;enchant;Vinnarens besvärjelse;;40+;1;-;-;-;;;;;;;;;
114;enchant;Stridens hetta: Topas;;40+;1;-;-;+8 Undvika anfall;;;;;;;;;
115;enchant;Stridens hetta: Opal;;40+;1;-;-;+8 Styrka;;;;;;;;;
812;jewelry;Dödens mantel;Back;45+;;Vikt -1;-;+4% Bashälsa, +4% Styrka, +4% Uthållighet, +4% Initiativstyrka, +4% Undvika anfall;;;;;;;;;
65;material;Blodpint;;-;8;-;-;-;;;;;;Durin Hammarhjälm;Ajakava, Desertör, Goblinsk jägare, Havsjätte, Huggorm, Infernalisk spindel, Jättespindel, Kättare, Liten eldelementar, Smådjävul, Stor huggorm, Tiger, Tistelbi, Ung tiger, Ungt sto, Uråldrig cyklop, Vildsvin, Ökentroll;Vätska;Varierande färg och smak beroende på ursprung.
39;material;Bhorgolpäls;;-;150;-;-;-;;;;;;Kajsa Fjärdingsväg;Bhorgol, Utstött bhorgol;Exotiskt;En stor päls tagen från en fallen bhorgol är utmärkt material för att skapa fina kläder och mantlar.
97;material;Björkris;;-;;-;-;-;;;;;;;;;
83;material;Bronspollett;;-;;-;-;-;;;;;;;;;Värd 1 poäng i Olympiaden.
77;material;Excellent Rubin;;-;250;-;-;-;;;;;;;Apellonisk Bjorc, Bergatroll, Cervusbagge, Drakdrottning, Drakprins, Havsrå, Tengu;;
71;material;Rubin;;-;150;-;-;-;;;;;;;Onkhpatriark;;
94;material;Vitsippsbukett;;-;;-;-;-;;;;;;;;Unik;10 vitsippor blir en fin bukett....
148;material;Besättningsbindel;;-;;-;-;-;;;;;;;;;En svartvit besättningsbindel som markerar tillhörighet, rang och lojalitet. Den bärs av dem som svurit sin plats i besättningen och fungerar som ett synligt tecken på ansvar och inflytande.
293;weapon;Goblinsk påk;Mace;1-19;30;Skada 7-8 · Krit 9 + (10% till 10%) · Kritchans 0-1% · Hållbarhet 35 · Block/runda 2 · Dual · Vikt 7 · Ench 1;Kräver att du är av rasen goblin, 55 Styrka, 50 Hammare (rek);+2 Styrka, +2 Tur;;;;;;;;;En liten och enkel träpåk täljd av en uttråkad goblin. Populär bland nya gladiatorer i stenhem.
480;weapon;Goblinsk skogsdolk;Spear;1-19;35;Skada 2-4 · Krit 5 + (1% till 5%) · Kritchans 0-3% · Hållbarhet 40 · Block/runda 2 · Dual · Vikt 2 · Ench 1;Kräver att du är av rasen goblin, 20 Styrka, 60 Stickvapen (rek);+2% Perfekt träff, +4 Styrka, +4 Undvika anfall, +1 Tur;;;;;;;;;En liten och enkel dolk, perfekt redskap för att befria oanade resenärer längs skogsvägarna från sina silvermynt.
6;armor;Tygbyxor;Legs;1+;1;Block 1;20 Styrka;-;;;;;;;;;Simpla byxor gjorda i någon form av tyg, troligen en blandning av bomull och linne. Ger minimalt skydd men väger knappt någonting vilket ger gladiatorn full möjlighet att röra sig som vanligt.
491;jewelry;Bergets essens;Trinket;1+;150;Vikt 1;Kräver att du är av rasen odöd;+10% Bashälsa, +5% Styrka, -20% Undvika anfall, -10 Inlärningsförmåga;;;;;;;;;Denna sten är onekligen någonting utöver det vanliga. Längst ner, i de djupaste av dvärggruvor, har denna sten brutits loss under de praktfulla bergen i sydost. Den här stenen och de få likt den som finns har ett stort symboliskt värde för dvärgarna som ett bevis på att de erövrat bergen de bor i. Den som bär med sig en sten likt denna, sägs väcka en uråldrig kraft inom sig och bli mycket stark. En viss bitterhet i personligheten sägs vara en vanlig bieffekt.
18;armor;Onkhvävsbyxor;Legs;1+;20;Block 3 · Vikt 2;50 Styrka;+1 Bashälsa;Rustningssmide 1;1 x Päls;;0;80;;;;Byxor gjorda av vävd onkh-päls, ett material som ger ett något bättre skydd för bäraren än dess motsvarighet av tunnare tyg.  Det mesta talar för att de desperata gatubarn som samlar in onkhernas hår besitter mer mod än de gladiatorer som bär detta plagg.
540;jewelry;Goblinskt ölstop;Trinket;1+;90;-;Kräver att du är av rasen goblin;+7 yxor, +7 svärd, +2 Bashälsa;;;;;;;;;Flesta goblins är inte kända för sitt stora mod eller tåliga hälsa. Däremot efter några rejäla klunkar ur detta stop kan även den vekaste goblin stirra ner ett rusande troll
306;armor;Benskydd i trä;Legs;1+;;Block 4 (10%) · Vikt 1;-;-;;;;;;;;;En gammal tillsågad planka fastspänd på utsidan låret kanske inte ger så mycket skydd. Men det är iallafall bättre än ingenting.
467;jewelry;Lärdomsbrosch;Trinket;1+;;-;-;+2 Initiativstyrka, +5 Inlärningsförmåga;;;;;;;;;En enkel brosch som verkar vara av signifikans både för yngre gladiatorer som bär den med stolthet, och äldre som beundrar den med varm nostalgi,
438;armor;Protegens bröstplåt;Chest;1+;;Block 2 · Vikt 1;60 Styrka;+1 yxor;Rustningssmide 5;1 x Järn, 1 x Stål, 1 x Alvsilver;;0;2000;;;;En lätt och enkelt utsmyckad rustning gjord för välsponsrade nybörjare i arenan.
440;armor;Protegens benskydd;Legs;1+;;Block 2 · Vikt 1;60 Styrka;+1 yxor;Rustningssmide 5;1 x Päls, 1 x Läder, 1 x Siden;;0;1500;;;;En lätt och enkelt utsmyckad rustning gjord för välsponsrade nybörjare i arenan.
8;armor;Läderbyxor;Legs;1+;40;Block 3 · Vikt 2;30 Styrka;+1 Initiativstyrka, +1 Undvika anfall;Rustningssmide 2;1 x Läder;;0;90;;;;Byxor ihopsydda av återvunna läderbitar som stadens sömmare troligtvis har plundrat från fallna gladiatorer. Materialets tyngd och styvhet hämmar gladiatorns rörlighet något men ger också ett bättre skydd än dess motsvarighet i tyg. Må detta plagg tjäna dig bättre än dess tidiga bärare.
743;jewelry;Nibhels essens;Trinket;1+;;Kritchans 0-2% · Vikt 1;Kräver att du är av rasen odöd;+10% yxor, +10% svärd, +10% hammare, +10% stavar, +10% sköldar, +10% stickvapen, +10% kättingvapen, +2% Bashälsa;;;;;;;;;"Vid första anblick är denna märkliga essens inte så märklig. Snarare är den påfallande lik stadens essens. Vid närmre skådning noterar man dock att det finns mycket små karvade bokstäver i den, som på mannaspråk stavar: ""Nibhel"". Ingen vet riktigt varför och Nibhel själv blir märkbart irriterad av dess existens och har fler än en gång önskat att de få exemplar som finns ska förstöras."
41;consumable;Oärlighetens brygd;;1+;50;Cooldown 8 timmar;-;-;;;;;;;;;En brygd för den som känner sig lite för hederlig och vill bejaka sina mörka impulser.
27;consumable;Dvärgbryggt mjöd;;1+;10;Varaktighet 90 · Cooldown 0 sekunder;-;-5 Initiativstyrka, -5 Undvika anfall, +10 Provokation;Alkemi 1;1 x Blodpint;;0;100;;;;Ett rejält stop dvärgbryggt mjöd. Gör dig något långsammare men vissa gladiatorer kan behöva lite flytande mod innan de stiger in i arenan.
102;consumable;Sinnesbrygd;;1+;;Cooldown 0 sekunder;-;+10 Inlärningsförmåga;;;;;;;;;
1;consumable;Blodsdryck;;1+;20;Varaktighet 360 · Cooldown 0 sekunder;-;+5 Bashälsa;Alkemi 1;3 x Blodpint;;0;150;;;;En lätt bubblande, tunn och rinnig dryck som påminner obehagligt mycket om blod.
193;consumable;Blodbärsärk;;1+;;Varaktighet 1440 · Cooldown 0 sekunder;Kräver att du är av rasen ork;+5 Styrka, +2 Initiativstyrka;;;;;;;;;Det är troligtvis bara blod från slaktdistriktet i Stenhem, men det spelar ingen roll för en ork med hämdfantasier och stridsfetisch. För en ork kan det likväl vara blodet av stupad fiende, och effekten är densamma!
83;enchant;Kortbåge;;1+;1;-;-;+3 Undvika anfall, +3 Bashälsa;;;;;;;;;
1055;jewelry;Ibs monokel;Amulet;5+;;Kritchans 0-1%;-;+15 Inlärningsförmåga, +5 Tur, +5 Disciplin;;;;;;;;;Du tycks kunna läsa bättre med denna.
171;jewelry;Blodrubin;Bracelet;7+;250;-;Kräver att du är av rasen troll, Kräver att du är av rasen ork, Kräver att du är av rasen goblin;+2 Uthållighet, +2 Initiativstyrka, +1 Undvika anfall;;;;;;;;;
1021;shield;Liten björnsköld;Shield;10+;160;Absorption 18 · Kritchans 0-2% · Hållbarhet 23 · Block/runda 2 · Vikt 11 · Ench 1;120 Styrka, 40 Sköldar (rek);+6 Styrka;;;;;;;;;
212;weapon;Bredsvärd;Sword;10+;116;Skada 7-12 · Krit 13 + (1% till 5%) · Kritchans 0-4% · Hållbarhet 74 · Block/runda 2 · Dual · Vikt 9 · Ench 1;60 Styrka, 80 Svärd (rek);+1% Perfekt träff;;;;;;;;;Bredsvärdet är något kortare än ett långsvärd och mäter kring 30 tum. Svärdet är dubbelkantat för att kunna hugga med bägge sidor. Den vassa och styva spetsen gör att det även duger gott att sticka med.
89;jewelry;Blodsring;Finger;10+;100;-;Kräver att du är av rasen dvärg, Kräver att du är av rasen människa, Kräver att du är av rasen ork, Kräver att du är av rasen troll, Kräver att du är av rasen goblin;-10 Bashälsa, +10 Styrka;;;;;;;;;En tunn ring av ett svartblodsmetal. Vid närmare åsyn tycks ringens metal vara närmast flytande. Ringen bär på en förbannelse, i utbyte mot blod ger ringen dess ägare magiska egenskaper.
